State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Tamil Nadu,Coimbatore,R S Puram,641002,115/5,28304,Industrial,2389,67618256,5123,145001392,5114,144746656,Male,No,3,Not Graduate,Yes,48079,42254,90333,1.0,Rural,96820466,180,0.6677209416030986,10.871084025413952,46,1
Telangana,Hyderabad,Gachibowli,500032,203/4,1503,Residential,5387,8096661,19892,29897676,19919,29938257,Female,Yes,1,Not Graduate,Yes,38514,0,38514,1.0,Urban,16384547,360,0.5480207558607565,3.4230090576400185,41,1
Maharashtra,Pune,Hinjawadi,411057,489/2,3049,Residential,2727,8314623,7088,21611312,7218,22007682,Female,Yes,3,Graduate,No,43688,17413,61101,1.0,Semiurban,16974951,120,0.7854660096527226,3.5192796391181163,51,0
Maharashtra,Pune,Baner,411045,214/1,42118,Agricultural,1312,55258816,4205,177106190,4237,178453966,Female,No,1,Not Graduate,Yes,42679,0,42679,1.0,Rural,76870566,240,0.43403658562131564,16.205263354599126,47,0
Karnataka,Bengaluru Urban,Sarjapur,560035,354/3,63578,Agricultural,1376,87483328,4646,295383388,4822,306573116,Male,Yes,0,Not Graduate,No,29557,31982,61539,0.0,Rural,213224028,180,0.7218551775836494,35.14291856233867,98,0
Karnataka,Dharwad,Lakamanahalli,580008,233/6,81961,Agricultural,427,34997347,938,76879418,913,74830393,Female,No,3,Not Graduate,No,29092,27619,56711,1.0,Rural,51106833,120,0.6647661276520069,11.415770510482538,56,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,357/10,5773,Residential,8011,46247503,35957,207579761,34191,197384643,Female,No,0,Not Graduate,Yes,35683,0,35683,1.0,Urban,99458773,360,0.479135212994103,22.42714407683686,39,1
Telangana,Rangareddy,Kokapet,500089,340/10,22833,Industrial,3240,73978920,9491,216708003,9368,213899544,Female,Yes,2,Not Graduate,No,71369,21357,92726,1.0,Rural,94627813,240,0.43666044488444666,9.181793617910422,37,1
Tamil Nadu,Madurai,Sellur,625002,337/8,3554,Residential,1440,5117760,3067,10900118,2839,10089806,Female,Yes,3,Not Graduate,Yes,12533,0,12533,1.0,Semiurban,7476745,300,0.6859324825657851,5.006349011270234,47,1
Karnataka,Dharwad,Navanagar,580025,57/2,94338,Agricultural,444,41886072,853,80470314,832,78489216,Male,Yes,2,Not Graduate,Yes,77431,0,77431,0.0,Rural,48635772,360,0.6043939632197781,5.053976074669024,94,0
Maharashtra,Mumbai Suburban,Bandra,400050,176/5,25251,Industrial,7731,195215481,35543,897496293,35646,900097146,Female,Yes,1,Graduate,No,21090,14879,35969,1.0,Urban,721506732,360,0.8039105427257737,161.4002710236918,52,0
Maharashtra,Pune,Wakad,411057,155/8,75743,Agricultural,1125,85210875,3127,236848361,3164,239650852,Female,Yes,1,Not Graduate,Yes,25402,0,25402,1.0,Rural,171923653,240,0.7258806954547598,60.89448587854421,59,0
Maharashtra,Mumbai Suburban,Kurla,400070,53/5,43856,Industrial,10112,443471872,45225,1983387600,45488,1994921728,Female,Yes,2,Graduate,No,82839,8000,90839,1.0,Semiurban,1263082714,180,0.6368310026744142,141.030019027353,45,1
Maharashtra,Pune,Kothrud,411038,19/2,6664,Industrial,3193,21278152,10044,66933216,9301,61981864,Male,Yes,0,Not Graduate,Yes,238625,41507,280132,1.0,Rural,31814141,120,0.4753117047296816,1.4386364026153797,39,1
Tamil Nadu,Madurai,Tallakulam,625002,92/9,51132,Agricultural,548,28020336,1035,52921620,1018,52052376,Male,No,3,Not Graduate,Yes,41520,0,41520,1.0,Rural,30614288,180,0.5784835762775213,7.478576424928951,53,1
Maharashtra,Nagpur,Sitabuldi,440012,305/7,4806,Residential,1301,6252606,2396,11515176,2354,11313324,Male,Yes,2,Graduate,Yes,35138,26142,61280,1.0,Semiurban,7972424,240,0.6923406120757511,1.1705281990605154,47,1
Maharashtra,Nagpur,Manish Nagar,440015,222/7,6138,Commercial,2236,13724568,5039,30929382,5085,31211730,Male,No,0,Graduate,Yes,49646,32439,82085,0.0,Semiurban,13869129,240,0.44841274229145606,1.520182170473816,77,0
Tamil Nadu,Coimbatore,Singanallur,641005,417/3,6650,Industrial,2209,14689850,6252,41575800,6501,43231650,Male,No,2,Graduate,Yes,50683,23242,73925,0.0,Semiurban,24070590,360,0.578956748877953,2.619917635063224,83,0
Telangana,Rangareddy,Narsingi,500075,490/4,2237,Commercial,4181,9352897,13107,29320359,12451,27852887,Male,No,1,Not Graduate,No,32260,0,32260,1.0,Semiurban,27163690,240,0.9264446591530479,7.575907299958994,57,0
Maharashtra,Nagpur,Manish Nagar,440015,93/6,46721,Agricultural,561,26210481,1014,47375094,1051,49103771,Female,Yes,1,Not Graduate,No,33164,0,33164,0.0,Rural,35372478,180,0.7466471306632131,10.818092640935275,98,0
Karnataka,Dharwad,Kelageri,580007,111/8,38619,Industrial,1241,47926179,2121,81910899,2113,81601947,Male,No,3,Graduate,Yes,32307,0,32307,1.0,Semiurban,37555292,180,0.45848955949073394,11.790348139424353,38,1
Karnataka,Bengaluru Urban,Whitefield,560066,95/8,9875,Commercial,4788,47281500,15030,148421250,14926,147394250,Female,No,3,Not Graduate,Yes,71701,31449,103150,1.0,Urban,108682630,300,0.7322578808627471,8.842081229885695,49,1
Telangana,Medchal-Malkajgiri,Alwal,500010,74/10,10338,Agricultural,875,9045750,2382,24625116,2301,23787738,Male,No,1,Graduate,No,12000,32648,44648,0.0,Rural,13706061,120,0.5565886877446587,3.88869799821517,92,0
Karnataka,Dharwad,Lakamanahalli,580008,417/10,1732,Commercial,1652,2861264,3545,6139940,3605,6243860,Female,No,3,Not Graduate,No,40816,0,40816,1.0,Semiurban,3130668,180,0.5098857643560035,0.7779625486340148,40,0
Karnataka,Mysuru,J P Nagar,570008,408/10,5424,Residential,1918,10403232,4834,26219616,4690,25438560,Male,No,0,Graduate,Yes,35910,17446,53356,1.0,Semiurban,11066994,360,0.42208833264377327,1.6689320177659857,36,1
Tamil Nadu,Coimbatore,Peelamedu,641004,237/5,2931,Commercial,3414,10006434,9528,27926568,9140,26789340,Male,No,1,Not Graduate,Yes,71286,0,71286,1.0,Semiurban,25245462,120,0.9039944328282659,4.486138137267493,56,0
Tamil Nadu,Coimbatore,R S Puram,641002,264/1,14812,Commercial,3385,50138620,7671,113622852,7640,113163680,Female,Yes,0,Graduate,No,64120,0,64120,1.0,Rural,96958239,300,0.853333966656637,12.689800622775715,54,0
Maharashtra,Pune,Wakad,411057,112/6,1012,Residential,3561,3603732,10919,11050028,11317,11452804,Male,Yes,1,Graduate,No,22840,0,22840,0.0,Semiurban,6778354,360,0.6134241469795371,2.387923351163803,84,0
Telangana,Medchal-Malkajgiri,Medipally,500098,233/2,37305,Industrial,2116,78937380,5477,204319485,5031,187681455,Female,Yes,2,Graduate,Yes,46361,0,46361,0.0,Semiurban,105117009,300,0.5144737370496015,19.02759036883823,80,0
Telangana,Rangareddy,Rajendranagar,500030,303/6,4916,Commercial,4430,21777880,13484,66287344,13333,65545028,Female,No,3,Not Graduate,Yes,20272,0,20272,1.0,Semiurban,60462841,360,0.9121325030008745,23.998505008551806,56,0
Tamil Nadu,Madurai,K K Nagar,625020,432/2,20488,Industrial,1234,25282192,2203,45135064,2250,46098000,Female,No,3,Not Graduate,No,15870,0,15870,1.0,Semiurban,39853732,120,0.8829882682785163,31.811608934688422,55,0
Tamil Nadu,Madurai,K K Nagar,625020,432/2,3621,Residential,1255,4544355,2715,9831015,2644,9573924,Female,No,3,Not Graduate,Yes,24933,0,24933,1.0,Rural,6630869,300,0.6744846793540646,2.23182174328761,46,1
Tamil Nadu,Coimbatore,R S Puram,641002,345/6,27375,Industrial,2174,59513250,5389,147523875,5284,144649500,Male,No,2,Not Graduate,Yes,60927,39021,99948,1.0,Semiurban,68979764,300,0.4675837317857872,5.791768430903025,38,0
Maharashtra,Nagpur,Wardha Road,440015,6/7,43674,Industrial,1763,76997262,3308,144473592,3477,151854498,Male,Yes,1,Not Graduate,No,49407,0,49407,1.0,Semiurban,84727942,300,0.5864597178424137,14.391357666861731,43,1
Maharashtra,Pune,Hinjawadi,411057,388/4,14457,Industrial,3389,48994773,9683,139987131,10206,147548142,Female,Yes,0,Graduate,No,56109,30022,86131,0.0,Semiurban,92396281,300,0.6600341069923064,9.002405989548828,86,0
Karnataka,Mysuru,Ramakrishnanagar,570020,496/3,36439,Agricultural,647,23576033,1370,49921430,1387,50540893,Male,Yes,2,Not Graduate,No,24713,0,24713,1.0,Rural,37962248,120,0.7604399152828755,19.458977617848245,60,0
Tamil Nadu,Madurai,Othakadai,625107,363/4,4067,Residential,1343,5461981,2743,11155781,2703,10993101,Female,Yes,2,Graduate,Yes,47058,35605,82663,1.0,Rural,3698856,300,0.33156405633993713,0.37550857152642847,24,0
Maharashtra,Pune,Wakad,411057,454/9,47652,Agricultural,1292,61566384,4013,191227476,3874,184603848,Male,No,1,Not Graduate,No,57100,44951,102051,0.0,Rural,123172434,120,0.6441147296218039,15.28937823407067,95,0
Tamil Nadu,Coimbatore,R S Puram,641002,497/3,53649,Agricultural,872,46781928,2140,114808860,2290,122856210,Female,No,0,Graduate,Yes,55546,0,55546,1.0,Rural,44148587,120,0.38453989526592286,10.068333306097967,45,1
Karnataka,Mysuru,Gokulam,570002,462/2,83424,Agricultural,698,58229952,1590,132644160,1577,131559648,Male,No,3,Graduate,No,44840,0,44840,1.0,Rural,46370757,180,0.3495876260213793,10.488918221986173,43,0
Maharashtra,Pune,Hadapsar,411028,296/2,48681,Industrial,3601,175300281,9695,471962295,8870,431800470,Male,Yes,3,Graduate,Yes,69015,0,69015,1.0,Semiurban,291193346,240,0.6169843419377389,37.961922997472925,44,0
Telangana,Hyderabad,Madhapur,500081,349/3,1473,Residential,5334,7856982,20732,30538236,21079,31049367,Female,No,1,Graduate,Yes,35742,12976,48718,1.0,Urban,26519098,240,0.8683899751118564,4.897557534450171,54,0
Karnataka,Bengaluru Urban,Kengeri,560060,88/7,21571,Industrial,3591,77461461,12838,276928498,12700,273951700,Female,No,1,Graduate,Yes,32930,14087,47017,1.0,Semiurban,108595620,180,0.3921431733616668,23.426613470091834,35,0
Telangana,Medchal-Malkajgiri,Medipally,500098,363/1,8209,Industrial,2634,21622506,7616,62519744,7808,64095872,Male,No,3,Graduate,No,24219,20196,44415,1.0,Semiurban,22808450,300,0.36481995191790934,4.309527929786582,34,1
Maharashtra,Mumbai Suburban,Andheri,400053,290/7,44931,Industrial,10070,452455170,52521,2359821051,49983,2245786173,Male,Yes,0,Graduate,Yes,22573,18310,40883,1.0,Urban,1055899715,180,0.4474490616788722,261.9582215469628,37,0
Tamil Nadu,Chennai,Mylapore,600004,295/4,43370,Industrial,4713,204402810,15368,666510160,15785,684595450,Female,No,0,Graduate,No,12000,25033,37033,1.0,Urban,236033408,360,0.35413324832137594,51.28340086716045,34,1
Karnataka,Mysuru,J P Nagar,570008,426/8,24509,Agricultural,826,20244434,2208,54115872,2247,55071723,Male,No,1,Not Graduate,Yes,36341,0,36341,1.0,Rural,48795713,180,0.9016894895456918,13.618739480545006,66,0
Telangana,Medchal-Malkajgiri,Medipally,500098,488/8,20442,Industrial,2608,53312736,7084,144811128,7077,144668034,Female,No,1,Not Graduate,Yes,22242,32713,54955,1.0,Semiurban,127850591,360,0.882878220519075,18.719220654782443,55,0
Tamil Nadu,Coimbatore,Saravanampatti,641035,57/6,25144,Industrial,2017,50715448,5010,125971440,4782,120238608,Male,Yes,2,Graduate,No,63738,0,63738,1.0,Rural,116480209,120,0.9246556917980774,23.14980169077426,56,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,34/7,73298,Agricultural,2938,215349524,13019,954266662,12350,905230300,Male,Yes,2,Not Graduate,Yes,13842,13937,27779,1.0,Rural,771265587,180,0.8082285777264218,281.60441787250113,62,1
Karnataka,Dharwad,Vidyagiri,580004,473/1,6360,Residential,1139,7244040,2198,13979280,2204,14017440,Male,Yes,3,Not Graduate,Yes,22891,0,22891,0.0,Semiurban,9387444,120,0.6715255721324703,5.194887651204102,86,0
Karnataka,Dharwad,Vidyagiri,580004,65/10,4562,Commercial,2058,9388596,4149,18927738,4230,19297260,Male,Yes,1,Not Graduate,No,20662,36231,56893,0.0,Semiurban,11542761,120,0.609833092575563,2.570066934225996,84,0
Telangana,Rangareddy,Gandi Maisamma,500043,405/3,8066,Commercial,4863,39224958,13034,105132244,13044,105212904,Female,Yes,0,Graduate,Yes,32328,18793,51121,1.0,Semiurban,97920523,120,0.9314033380662929,24.264310199436704,57,0
Tamil Nadu,Coimbatore,Peelamedu,641004,443/5,29090,Agricultural,788,22922920,1939,56405510,2010,58470900,Male,No,1,Graduate,Yes,12000,32249,44249,1.0,Rural,22186845,120,0.39334534870795423,6.351636776993468,45,0
Tamil Nadu,Coimbatore,R S Puram,641002,485/10,11190,Commercial,2726,30503940,7677,85905630,7571,84719490,Female,Yes,1,Not Graduate,Yes,17265,22832,40097,1.0,Semiurban,51271730,180,0.5968378323981792,12.969349939188744,43,0
Karnataka,Bengaluru Urban,Electronic City,560100,11/8,5542,Commercial,4998,27698916,16888,93593296,16595,91969490,Male,No,2,Graduate,Yes,42891,0,42891,1.0,Semiurban,29394399,360,0.3140652189447415,5.514303291342954,32,0
Telangana,Rangareddy,Puppalguda,500090,81/1,4770,Commercial,4293,20477610,12141,57912570,11144,53156880,Male,No,0,Graduate,No,82157,10043,92200,1.0,Semiurban,37487323,300,0.6473089175631473,3.412063464642599,45,1
Maharashtra,Nagpur,Dharampeth,440010,140/3,11610,Commercial,2464,28607040,5401,62705610,5426,62995860,Male,No,2,Graduate,Yes,12000,0,12000,1.0,Rural,57181070,360,0.9118971970769442,38.34098515258561,56,1
Karnataka,Bengaluru Urban,Kengeri,560060,463/1,39257,Agricultural,1496,58728472,4577,179679289,4986,195735402,Female,Yes,2,Not Graduate,No,40550,0,40550,0.0,Rural,158331360,300,0.881188705059936,32.76722603239433,98,0
Telangana,Hyderabad,Kondapur,500084,324/3,63684,Agricultural,1847,117624348,7956,506669904,8016,510490944,Male,No,3,Graduate,No,106970,0,106970,0.0,Rural,152256492,300,0.3005043141461191,11.944759692081645,82,0
Maharashtra,Mumbai Suburban,Borivali,400092,79/1,89575,Agricultural,3259,291924925,14305,1281370375,14800,1325710000,Female,No,0,Not Graduate,Yes,76371,24979,101350,1.0,Rural,736272644,360,0.574597835539939,58.453046038493675,52,1
Karnataka,Bengaluru Urban,Whitefield,560066,41/5,11294,Industrial,4253,48033382,14811,167275434,14894,168212836,Male,Yes,0,Not Graduate,No,27038,35748,62786,1.0,Urban,107048209,300,0.639951763628364,14.30804123951558,45,0
Tamil Nadu,Madurai,Tallakulam,625002,376/6,5120,Residential,1423,7285760,2649,13562880,2703,13839360,Male,No,2,Not Graduate,Yes,20249,0,20249,1.0,Semiurban,8293142,180,0.6114587757172518,4.154010967607586,44,0
Telangana,Hyderabad,Kondapur,500084,58/5,15114,Industrial,5718,86421852,22012,332689368,21291,321792174,Male,Yes,1,Graduate,No,48330,29830,78160,0.0,Urban,229212918,360,0.6889697719465444,23.596455721431624,87,0
Maharashtra,Pune,Baner,411045,312/9,7744,Commercial,4744,36737536,11812,91472128,11260,87197440,Female,No,3,Not Graduate,No,68605,0,68605,1.0,Rural,80549443,120,0.880590019727102,14.873060297611785,55,0
Maharashtra,Pune,Hinjawadi,411057,180/10,62713,Agricultural,1167,73186071,3135,196605255,3047,191086511,Female,Yes,1,Graduate,Yes,190193,0,190193,1.0,Rural,181832562,300,0.9248611488029657,8.023072606289762,66,0
Telangana,Hyderabad,Banjara Hills,500034,361/8,20856,Industrial,4705,98127480,16656,347377536,16822,350839632,Male,No,0,Not Graduate,No,45956,16230,62186,1.0,Urban,127582275,240,0.36727266958333193,18.458991464946177,34,0
Telangana,Medchal-Malkajgiri,Medchal,501401,173/6,6191,Residential,1908,11812428,4719,29215329,4603,28497173,Male,Yes,3,Not Graduate,No,35762,0,35762,1.0,Semiurban,15933434,300,0.5453792425202537,3.7389631097298106,41,1
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,270/4,1025,Residential,1889,1936225,4275,4381875,4021,4121525,Male,Yes,3,Not Graduate,Yes,12563,14518,27081,1.0,Rural,2490240,240,0.5683046640992726,0.8273452104044638,42,1
Tamil Nadu,Chennai,Guindy,600032,318/8,6885,Commercial,5939,40890015,22320,153673200,21089,145197765,Female,No,0,Graduate,Yes,28408,0,28408,1.0,Urban,141387006,120,0.9200498590515458,63.046706502679086,56,0
Tamil Nadu,Coimbatore,Peelamedu,641004,95/6,6200,Residential,1921,11910200,4838,29995600,4643,28786600,Male,Yes,2,Graduate,No,26517,24134,50651,1.0,Semiurban,11236142,180,0.3745930069743562,2.2499937544168374,34,1
Telangana,Medchal-Malkajgiri,Medipally,500098,284/5,73689,Agricultural,915,67425435,2037,150104493,2099,154673211,Female,Yes,3,Not Graduate,No,22171,43157,65328,1.0,Rural,128501601,240,0.8560809768698929,17.697805808841874,64,0
Telangana,Hyderabad,Madhapur,500081,82/5,5113,Commercial,7582,38766766,32630,166837190,30957,158283141,Male,No,0,Not Graduate,No,36320,0,36320,0.0,Urban,144558903,360,0.8664669010548547,32.02515496545342,94,0
Telangana,Medchal-Malkajgiri,Alwal,500010,324/10,2959,Residential,2390,7072010,6413,18976067,6246,18481914,Male,Yes,2,Not Graduate,Yes,36113,18092,54205,1.0,Rural,15940513,360,0.8400324998852502,2.3662203275532345,53,0
Telangana,Rangareddy,Kokapet,500089,434/7,5977,Commercial,4805,28719485,13965,83468805,14301,85477077,Male,Yes,2,Graduate,No,39859,0,39859,1.0,Semiurban,31055555,360,0.37206181399146665,6.269099057872146,34,0
Maharashtra,Mumbai Suburban,Borivali,400092,472/2,3565,Commercial,11333,40402145,45470,162100550,47080,167840200,Female,Yes,2,Not Graduate,Yes,59579,13091,72670,1.0,Urban,153924283,300,0.9495605227742904,17.775244057891875,57,0
Maharashtra,Nagpur,Sitabuldi,440012,235/9,2133,Commercial,1927,4110291,3520,7508160,3588,7653204,Female,No,3,Graduate,Yes,24468,18356,42824,1.0,Semiurban,3564240,120,0.4747155095256361,1.0543220152988673,38,1
Maharashtra,Mumbai Suburban,Bandra,400050,110/8,43852,Agricultural,3313,145281676,15448,677425696,15665,686941580,Male,Yes,0,Graduate,No,16195,13473,29668,0.0,Rural,330451542,180,0.487804852917773,112.97221138443214,89,0
Tamil Nadu,Coimbatore,Peelamedu,641004,3/7,2636,Residential,1800,4744800,4800,12652800,4586,12088696,Male,No,3,Not Graduate,Yes,27289,0,27289,0.0,Semiurban,11990970,360,0.9476930007587253,3.5355658547789828,97,0
Maharashtra,Pune,Kothrud,411038,403/2,6277,Commercial,4405,27650185,10805,67822985,10519,66027763,Female,No,3,Not Graduate,No,61367,25784,87151,1.0,Rural,46398539,360,0.6841123108928338,4.283750487383334,47,1
Karnataka,Mysuru,Gokulam,570002,460/4,11981,Industrial,1698,20343738,3427,41058887,3561,42664341,Male,No,3,Graduate,No,40788,0,40788,0.0,Semiurban,33907006,120,0.8258140557974696,10.530538934501152,93,0
Karnataka,Bengaluru Urban,Whitefield,560066,227/2,8412,Industrial,4419,37172628,13380,112552560,13415,112846980,Female,Yes,2,Not Graduate,No,60508,20283,80791,1.0,Urban,82195631,240,0.7302866411923461,9.15368576551632,49,0
Tamil Nadu,Madurai,Othakadai,625107,192/3,10298,Commercial,2234,23005732,4329,44580042,4551,46866198,Female,Yes,0,Graduate,No,45902,20703,66605,1.0,Semiurban,24522251,300,0.5500724068407113,3.08970555774204,42,0
Telangana,Rangareddy,Puppalguda,500090,368/2,47440,Industrial,3628,172112320,9964,472692160,10032,475918080,Female,No,1,Not Graduate,No,42583,15527,58110,1.0,Rural,385389179,360,0.8153068986801051,53.36307860078829,52,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,428/10,8850,Commercial,3142,27806700,7493,66313050,7213,63835050,Male,No,1,Graduate,No,12000,20321,32321,1.0,Rural,38446562,240,0.5797736946196864,10.702444152285771,43,1
Karnataka,Mysuru,Vijayanagar,570017,423/6,44814,Industrial,1757,78738198,4593,205830702,4236,189832104,Male,No,2,Not Graduate,No,85276,38396,123672,1.0,Semiurban,141484026,120,0.6873805735744903,14.492042230133194,47,1
Maharashtra,Nagpur,Somalwada,440025,185/8,7738,Residential,1668,12906984,3575,27663350,3567,27601446,Male,No,3,Graduate,No,64811,0,64811,1.0,Rural,9283662,120,0.3355942790732142,1.8145300444149646,33,0
Telangana,Medchal-Malkajgiri,Kompally,500014,4/1,7220,Residential,2502,18064440,7143,51572460,7301,52713220,Female,No,0,Not Graduate,Yes,76242,23229,99471,1.0,Semiurban,41879820,360,0.8120578308655434,3.3876657885792234,52,0
Karnataka,Bengaluru Urban,Whitefield,560066,438/4,1184,Residential,3681,4358304,12169,14408096,12209,14455456,Female,No,0,Not Graduate,No,40879,0,40879,1.0,Urban,4897093,240,0.33988481198348486,1.0778252110648936,33,0
Tamil Nadu,Madurai,Sellur,625002,486/4,28776,Industrial,1631,46933656,3400,97838400,3234,93061584,Male,Yes,0,Not Graduate,Yes,25069,18221,43290,1.0,Rural,81623231,120,0.8342657995224779,23.8846984128443,53,0
Karnataka,Dharwad,Sattur,580009,425/1,4106,Commercial,1753,7197818,3696,15175776,3686,15134716,Male,No,0,Not Graduate,No,52546,45357,97903,1.0,Semiurban,6775427,360,0.44646329782411126,0.5568431818900677,33,0
Telangana,Rangareddy,Narsingi,500075,176/3,11404,Commercial,4911,56005044,16062,183171048,16187,184596548,Male,No,2,Not Graduate,Yes,33400,16812,50212,1.0,Rural,104299114,240,0.5694082942627483,18.68888314306857,42,1
Maharashtra,Mumbai Suburban,Kurla,400070,393/9,38246,Industrial,7778,297477388,40529,1550072134,39354,1505133084,Male,Yes,3,Not Graduate,Yes,36327,31594,67921,1.0,Urban,968474831,120,0.6247933949375803,180.6249886994692,44,0
Maharashtra,Nagpur,Somalwada,440025,305/1,15937,Industrial,1788,28495356,3754,59827498,3745,59684065,Male,Yes,0,Not Graduate,No,15270,8000,23270,1.0,Semiurban,24892750,300,0.41607539730309295,8.97718318902931,36,1
